Title	Creator	Description	Date	Date is Approximate?	Source	Subject	Category	Coverage	Rights	Language	Digitization Specifications	Date Digital	Identifier	Publisher	Relation	Collection	Type	Media Type	Format	Ordering Information	Website	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building.	1911-04-11		MG_5299-15	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-15	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/409	409	419.jp2	/spec_uihp/image/419.jp2
Roosevelt on platform in front of University of Idaho Administration Building - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building. Roosevelt's right arm is partially extended.	1911-04-11		MG_5299-16	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-16	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/410	410	420.jp2	/spec_uihp/image/420.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building. Roosevelt's right arm is extended.	1911-04-11		MG_5299-17	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-17	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/411	411	421.jp2	/spec_uihp/image/421.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building.	1911-04-11		MG_5299-18	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-18	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/412	412	422.jp2	/spec_uihp/image/422.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building.	1911-04-11		MG_5299-19	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-19	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/413	413	423.jp2	/spec_uihp/image/423.jp2
Roosevelt on platform shielding eyes. - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking on platform in front of University of Idaho Administration Building. He is shielding his eyes with his right hand.	1911-04-11		MG_5299-20	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-20	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/414	414	424.jp2	/spec_uihp/image/424.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak.	1911-04-11		MG_5299-21	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-21	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/415	415	425.jp2	/spec_uihp/image/425.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak. (In background are the old Engineering Building and Ridenbaugh Hall.)	1911-04-11		MG_5299-22	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-22	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/416	416	426.jp2	/spec_uihp/image/426.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak.	1911-04-11		MG_5299-23	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-23	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/417	417	427.jp2	/spec_uihp/image/427.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak.	1911-04-11		MG_5299-24	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-24	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/418	418	428.jp2	/spec_uihp/image/428.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak.	1911-04-11		MG_5299-25	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-25	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/419	419	429.jp2	/spec_uihp/image/429.jp2
Crowd assembled - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled in front of University of Idaho Administration Building to hear Roosevelt speak.	1911-04-11		MG_5299-26	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-26	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/420	420	430.jp2	/spec_uihp/image/430.jp2
Man next to tree planted by Roosevelt - Theodore Roosevelt 1911 University of Idaho visit		Image shows a man standing next to a small tree in front of the University of Idaho Administration Building.	1911-04-11		MG_5299-28	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-28	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/421	421	431.jp2	/spec_uihp/image/431.jp2
Three uniformed men behind next to tree planted by Roosevelt - Theodore Roosevelt 1911 University of Idaho visit		Image shows three uniformed men standing behind a small tree.	1911-04-11		MG_5299-27	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-27	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/422	422	432.jp2	/spec_uihp/image/432.jp2
Crowd assembled for Roosevelt - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled on University of Idaho campus to hear Roosevelt speak.	1911-04-11		MG_5299-29	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-29	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/423	423	433.jp2	/spec_uihp/image/433.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking from platform in front of University of Idaho Administration Building.	1911-04-11		PG_6-7-14	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	6-0007-14	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/424	424	434.jp2	/spec_uihp/image/434.jp2
Roosevelt plant a tree on University of Idaho campus - Theodore Roosevelt 1911 University of Idaho visit	Burns, Robert (Moscow, Idaho)	Image shows crowd watching Roosevelt plant a tree on University of Idaho campus.	1911-04-11		PG_6-7-13	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	6-0007-13	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/425	425	435.jp2	/spec_uihp/image/435.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building pointing to the crowd assembled for his speech.	1911-04-11		PG_6-7-16	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	6-0007-16	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/426	426	436.jp2	/spec_uihp/image/436.jp2
Roosevelt on platform in front of University of Idaho Administration Building leaning toward Idaho Governor James Hawley - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt on platform in front of University of Idaho Administration Building leaning toward Idaho Governor James Hawley. University of Idaho President James MacLean is to the right of Hawley.	1911-04-11		MG_5299-1	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-01	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/427	427	437.jp2	/spec_uihp/image/437.jp2
Roosevelt on platform, pointing  - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking on platform in front of University of Idaho Administration Building pointing toward the crowd.	1911-04-11		MG_5299-2	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-02	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/428	428	438.jp2	/spec_uihp/image/438.jp2
Roosevelt on platform, right arm up - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking on platform in front of University of Idaho Administration Building; his right arm is raised up.	1911-04-11		MG_5299-3	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-03	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/429	429	439.jp2	/spec_uihp/image/439.jp2
Roosevelt on platform ... - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking on platform in front of University of Idaho Administration Building.	1911-04-11		MG_5299-5	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-05	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/430	430	440.jp2	/spec_uihp/image/440.jp2
Roosevelt on platform shielding eyes. - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt speaking on platform in front of University of Idaho Administration Building. He is shielding his eyes with his right hand.	1911-04-11		MG_5299-4	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-04	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/431	431	441.jp2	/spec_uihp/image/441.jp2
Crowd assembled near Admin Building - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled in front of University of Idaho Administration Building to hear Roosevelt speak.	1911-04-11		MG_5299-6	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-06	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/432	432	442.jp2	/spec_uihp/image/442.jp2
Crowd assembled near Admin Building - Theodore Roosevelt 1911 University of Idaho visit		Image shows crowd assembled in front of University of Idaho Administration Building to hear Roosevelt speak. Boardwalk leading to Administration Building is visible in foreground.	1911-04-11		MG_5299-7	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-07	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/433	433	443.jp2	/spec_uihp/image/443.jp2
Roosevelt watching men bending over to plant a tree - Theodore Roosevelt 1911 University of Idaho visit		Image shows Roosevelt watching men bending over to plant a tree.	1911-04-11		MG_5299-8	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-08	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/434	434	444.jp2	/spec_uihp/image/444.jp2
Three uniformed men behind to tree planted by Roosevelt  - Theodore Roosevelt 1911 University of Idaho visit		Image shows three uniformed men behind a small tree.	1911-04-11		MG_5299-9	Roosevelt, Theodore, 1858-1919	Photographic prints	United States--Idaho--Latah County--Moscow	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.	2011	5299-09	Special Collections and Archives, University of Idaho Library: http://www.lib.uidaho.edu/special-collections/	University of Idaho Digital Initiatives	University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp	Image;StillImage	image/jpg	Black and White Photograph					2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/435	435	445.jp2	/spec_uihp/image/445.jp2
Memorial Gymnasium, University of Idaho		Image shows the construction of Memorial Gymnasium on the University of Idaho campus.	1928		PG 1-61-02	University of Idaho -- Buildings -- Photographs; University of Idaho -- Buildings -- Memorial Gymnasium	university buildings	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	151 dpi grayscale jpg displayed. VueScan scanning software, Epson Expression 1640 XL, Master file is a 400 dpi TIFF.	2011-02	1-61-02	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Campus Photographs	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2011-03-03	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/436	436	446.jp2	/spec_uihp/image/446.jp2
